level,word,choice_1,choice_2,choice_3,answer,explanation,status
4,verificationism,the view that meaning depends on observable confirmation,lack of view that meaning depends on observable confirmation,a formal decision about view that meaning depends on observable confirmation,1,Verificationism means the view that meaning depends on possible verification.,approved
4,voluntarism,emphasis on choice or will,lack of emphasis on choice or will,a personal reaction connected to emphasis on choice or will,1,Voluntarism means emphasis on will or voluntary action.,approved
4,backpropagation,an algorithm for updating neural network weights by error gradients,lack of algorithm for updating neural network weights by error gradients,a social situation shaped by algorithm for updating neural network weights by error gradients,1,Backpropagation means an algorithm for updating neural network weights by error gradients.,approved
4,checksum,a value used to verify data integrity,lack of value used to verify data integrity,a formal decision about value used to verify data integrity,1,Checksum means a value used to verify data integrity.,approved
4,daemon,a background process that runs without direct user control,lack of background process that runs without direct user control,a formal decision about background process that runs without direct user control,1,Daemon means a background process that runs without direct user control.,approved
4,deadlock,a state where processes wait forever for each other,lack of state where processes wait forever for each other,a formal decision about state where processes wait forever for each other,1,Deadlock means a state where processes wait forever for each other.,approved
4,hashing,mapping data to a fixed-size value,lack of mapping data to a fixed-size value,a personal reaction connected to mapping data to a fixed-size value,1,Hashing means mapping data to a fixed-size value.,approved
4,hypervisor,software that creates and manages virtual machines,lack of software that creates and manages virtual machines,a personal reaction connected to software that creates and manages virtual machines,1,Hypervisor means software that creates and manages virtual machines.,approved
4,idempotency,the property of producing the same result when repeated,lack of property of producing the same result when repeated,a formal decision about property of producing the same result when repeated,1,Idempotency means the property of producing the same result when repeated.,approved
4,kernel,the core part of an operating system,lack of core part of an operating system,a rule used when dealing with core part of an operating system,1,Kernel means the core part of an operating system.,approved
4,mutex,a lock that allows only one thread to access a resource,lack of lock that allows only one thread to access a resource,a public discussion about lock that allows only one thread to access a resource,1,Mutex means a lock that allows only one thread to access a resource.,approved
4,namespace,a scope that organizes identifiers and prevents naming conflicts,lack of scope that organizes identifiers and prevents naming conflicts,a rule used when dealing with scope that organizes identifiers and prevents naming conflicts,1,Namespace means a scope that organizes identifiers and prevents naming conflicts.,approved
4,overfitting,model learning training data too closely and generalizing poorly,lack of model learning training data too closely and generalizing poorly,a long-term result caused by model learning training data too closely and generalizing poorly,1,Overfitting means model learning training data too closely and generalizing poorly.,approved
4,payload,the main data carried by a message or request,lack of main data carried by a message or request,a rule used when dealing with main data carried by a message or request,1,Payload means the main data carried by a message or request.,approved
4,polymorphism,the ability of one interface to represent different types,inability or lack of skill,a long-term result caused by ability of one interface to represent different types,1,Polymorphism means the ability of one interface to represent different types.,approved
4,quantization,reducing numerical precision to make computation or storage smaller,lack of reducing numerical precision to make computation or storage smaller,a formal decision about reducing numerical precision to make computation or storage smaller,1,Quantization means reducing numerical precision to make computation or storage smaller.,approved
4,sandboxing,isolating code so it cannot affect the wider system,lack of isolating code so it cannot affect the wider system,a written record concerning isolating code so it cannot affect the wider system,1,Sandboxing means isolating code so it cannot affect the wider system.,approved
4,sharding,splitting data across multiple databases or servers,lack of splitting data across multiple databases or servers,a public discussion about splitting data across multiple databases or servers,1,Sharding means splitting data across multiple databases or servers.,approved
4,throughput,the amount processed in a given time,lack of amount processed in a given time,a careful judgment involving amount processed in a given time,1,Throughput means the amount processed in a given time.,approved
4,tokenizer,a tool that splits text into smaller units,a tool that combines text into one block,a text unit produced during processing,1,Tokenizer means a tool that splits text into smaller units.,approved
4,vectorization,representing data as arrays of numbers,lack of representing data as arrays of numbers,a formal decision about representing data as arrays of numbers,1,Vectorization means representing data as vectors or using vector operations.,approved
4,virtualization,creating simulated computing resources,lack of creating simulated computing resources,a social situation shaped by creating simulated computing resources,1,Virtualization means creating virtual versions of computing resources.,approved
4,alignment,making AI behavior match intended goals or values,lack of making AI behavior match intended goals or values,a public discussion about making AI behavior match intended goals or values,1,Alignment means making AI behavior match intended goals or values.,approved
4,autoregression,prediction based on previous outputs in a sequence,lack of prediction based on previous outputs in a sequence,a long-term result caused by prediction based on previous outputs in a sequence,1,Autoregression means prediction based on previous outputs in a sequence.,approved
4,classifier,a model that assigns items to categories,lack of model that assigns items to categories,a written record concerning model that assigns items to categories,1,Classifier means a model that assigns items to categories.,approved
4,clustering,grouping similar data points without preset labels,lack of grouping similar data points without preset labels,a personal reaction connected to grouping similar data points without preset labels,1,Clustering means grouping similar data points without preset labels.,approved
4,distillation,training a smaller model to imitate a larger model,lack of training a smaller model to imitate a larger model,a long-term result caused by training a smaller model to imitate a larger model,1,Distillation means training a smaller model to imitate a larger model.,approved
4,embedding,a vector representation of data meaning,lack of vector representation of data meaning,a social situation shaped by vector representation of data meaning,1,Embedding means a vector representation of data meaning.,approved
4,hallucination,an AI output that is plausible but false,lack of AI output that is plausible but false,a formal decision about AI output that is plausible but false,1,Hallucination means an AI output that is plausible but false.,approved
4,inference,using a trained model to produce outputs,lack of using a trained model to produce outputs,a public discussion about using a trained model to produce outputs,1,Inference means using a trained model to produce outputs.,approved
4,multimodality,ability to process multiple kinds of input such as text images or audio,inability or lack of skill,a formal decision about ability to process multiple kinds of input such as text images or audio,1,Multimodality means ability to process multiple kinds of input such as text images or audio.,approved
4,perplexity,a measure of how well a language model predicts text,lack of measure of how well a language model predicts text,a public discussion about measure of how well a language model predicts text,1,Perplexity means a measure of how well a language model predicts text.,approved
4,retrieval,finding relevant information from a data source,lack of finding relevant information from a data source,a rule used when dealing with finding relevant information from a data source,1,Retrieval means finding relevant information from a data source.,approved
4,tokenization,splitting text into model-readable units,lack of splitting text into model-readable units,a social situation shaped by splitting text into model-readable units,1,Tokenization means splitting text into tokens for model processing.,approved
4,transformer,a neural network architecture based on attention,lack of neural network architecture based on attention,a careful judgment involving neural network architecture based on attention,1,Transformer means a neural network architecture based on attention.,approved
4,allophone,a variant pronunciation of the same phoneme,lack of variant pronunciation of the same phoneme,a public discussion about variant pronunciation of the same phoneme,1,Allophone means a variant pronunciation of the same phoneme.,approved
4,deixis,language whose meaning depends on context such as here or you,lack of language whose meaning depends on context such as here or you,a written record concerning language whose meaning depends on context such as here or you,1,Deixis means language whose meaning depends on context such as here or you.,approved
4,diglossia,use of two language varieties in different social contexts,lack of use of two language varieties in different social contexts,a written record concerning use of two language varieties in different social contexts,1,Diglossia means use of two language varieties in different social contexts.,approved
4,ergativity,a grammatical pattern treating subjects of intransitive verbs like objects,lack of grammatical pattern treating subjects of intransitive verbs like objects,a written record concerning grammatical pattern treating subjects of intransitive verbs like objects,1,Ergativity means a grammatical pattern treating subjects of intransitive verbs like objects.,approved
4,lexeme,a basic unit of lexical meaning,lack of basic unit of lexical meaning,a rule used when dealing with basic unit of lexical meaning,1,Lexeme means a basic unit of lexical meaning.,approved
4,morpheme,the smallest meaningful unit in a language,lack of smallest meaningful unit in a language,a written record concerning smallest meaningful unit in a language,1,Morpheme means the smallest meaningful unit in a language.,approved
4,phoneme,the smallest sound unit that can distinguish meaning,lack of smallest sound unit that can distinguish meaning,a formal decision about smallest sound unit that can distinguish meaning,1,Phoneme means the smallest sound unit that can distinguish meaning.,approved
4,pragmatics,the study of language meaning in context,lack of study of language meaning in context,a formal decision about study of language meaning in context,1,Pragmatics means the study of language meaning in context.,approved
4,syntax,the rules for arranging words in sentences,lack of rules for arranging words in sentences,a written record concerning rules for arranging words in sentences,1,Syntax means the rules for arranging words in sentences.,approved
4,aporia,an unresolved puzzle or internal contradiction,lack of unresolved puzzle or internal contradiction,a rule used when dealing with unresolved puzzle or internal contradiction,1,Aporia means an unresolved puzzle or internal contradiction.,approved
4,qualia,subjective qualities of experience,lack of subjective qualities of experience,a public discussion about subjective qualities of experience,1,Qualia means subjective qualities of experience.,approved
4,theodicy,defense of divine goodness despite the existence of evil,lack of defense of divine goodness despite the existence of evil,a public discussion about defense of divine goodness despite the existence of evil,1,Theodicy means defense of divine goodness despite the existence of evil.,approved
4,anomie,social instability caused by lack of norms,inability or lack of skill,a careful judgment involving social instability caused by lack of norms,1,Anomie means social instability caused by lack of norms.,approved
4,disenfranchisement,deprivation of rights especially voting rights,lack of deprivation of rights especially voting rights,a careful judgment involving deprivation of rights especially voting rights,1,Disenfranchisement means deprivation of rights especially voting rights.,approved
4,intersectionality,overlapping effects of social identities and systems of inequality,lack of overlapping effects of social identities and systems of inequality,a social situation shaped by overlapping effects of social identities and systems of inequality,1,Intersectionality means overlapping effects of social identities and systems of inequality.,approved
4,patriarchy,a social system dominated by men,lack of social system dominated by men,a public discussion about social system dominated by men,1,Patriarchy means a social system dominated by men.,approved
4,wince,to flinch because of pain or embarrassment,to prevent or reverse that action,a plan made before people flinch because of pain or embarrassment,1,Wince means to flinch because of pain or embarrassment.,approved
4,wrangle,to argue noisily or manage with difficulty,to prevent or reverse that action,a plan made before people argue noisily or manage with difficulty,1,Wrangle means to argue noisily or manage with difficulty.,approved
4,wayward,difficult to control or predict,lack of difficult to control or predict,a public discussion about difficult to control or predict,1,Wayward means difficult to control or predict.,approved
4,vocation,a strong calling to a particular work,lack of strong calling to a particular work,a personal reaction connected to strong calling to a particular work,1,Vocation means a strong calling to a particular work.,approved
4,voracious,having a very eager appetite,lack of having a very eager appetite,a public discussion about having a very eager appetite,1,Voracious means having a very eager appetite.,approved
4,volition,the power of choosing by will,lack of power of choosing by will,a formal decision about power of choosing by will,1,Volition means the power of choosing by will.,approved
4,tachometer,an instrument that measures rotation speed,lack of instrument that measures rotation speed,a social situation shaped by instrument that measures rotation speed,1,Tachometer means an instrument that measures rotation speed.,approved
4,taxidermist,a person who preserves animal bodies for display,lack of person who preserves animal bodies for display,a formal decision about person who preserves animal bodies for display,1,Taxidermist means a person who preserves animal bodies for display.,approved
4,taxidermy,the craft of preserving animal bodies for display,lack of craft of preserving animal bodies for display,a personal reaction connected to craft of preserving animal bodies for display,1,Taxidermy means the craft of preserving animal bodies for display.,approved
4,technocracy,government by technical experts,lack of government by technical experts,a rule used when dealing with government by technical experts,1,Technocracy means government by technical experts.,approved
4,teem,to be full of or swarm with,to prevent or reverse that action,a person responsible for deciding whether to be full of or swarm with,1,Teem means to be full of or swarm with.,approved
4,tenacious,persistent and unwilling to give up,lack of persistent and unwilling to give up,a social situation shaped by persistent and unwilling to give up,1,Tenacious means persistent and unwilling to give up.,approved
4,thermonuclear,related to nuclear reactions at extremely high temperature,confusion or lack of clear understanding,a careful judgment involving related to nuclear reactions at extremely high temperature,1,Thermonuclear means related to nuclear reactions at extremely high temperature.,approved
4,thrifty,careful about spending money,lack of careful about spending money,a long-term result caused by careful about spending money,1,Thrifty means careful about spending money.,approved
4,timorous,fearful or lacking confidence,lack of fearful or lacking confidence,a formal decision about fearful or lacking confidence,1,Timorous means fearful or lacking confidence.,approved
4,tractable,easy to manage or influence,lack of easy to manage or influence,a social situation shaped by easy to manage or influence,1,Tractable means easy to manage or influence.,approved
4,transgress,to break a rule or moral boundary,to prevent or reverse that action,a person responsible for deciding whether to break a rule or moral boundary,1,Transgress means to break a rule or moral boundary.,approved
4,translucent,allowing light through but not clear detail,confusion or lack of clear understanding,a rule used when dealing with allowing light through but not clear detail,1,Translucent means allowing light through but not clear detail.,approved
4,transpose,to change the order or position of things,to prevent or reverse that action,a situation that makes people change the order or position of things,1,Transpose means to change the order or position of things.,approved
4,trepidation,fearful uncertainty about what may happen,doubt or uncertainty,a written record concerning fearful uncertainty about what may happen,1,Trepidation means fearful uncertainty about what may happen.,approved
4,trespass,to enter unlawfully or overstep a boundary,to leave or stay outside,a reason someone may enter unlawfully or overstep a boundary,1,Trespass means to enter unlawfully or overstep a boundary.,approved
4,typographical,related to printed text arrangement,lack of related to printed text arrangement,a written record concerning related to printed text arrangement,1,Typographical means related to printed text arrangement.,approved
4,typography,the style and arrangement of printed text,lack of style and arrangement of printed text,a public discussion about style and arrangement of printed text,1,Typography means the style and arrangement of printed text.,approved
4,tyrannical,using power in a cruel or oppressive way,lack of using power in a cruel or oppressive way,a careful judgment involving using power in a cruel or oppressive way,1,Tyrannical means using power in a cruel or oppressive way.,approved
4,tyro,a beginner or novice,lack of beginner or novice,a written record concerning beginner or novice,1,Tyro means a beginner or novice.,approved
4,unabridged,not shortened,lack of not shortened,a written record concerning not shortened,1,Unabridged means not shortened.,approved
4,uncommunicative,not willing to share information,lack of not willing to share information,a written record concerning not willing to share information,1,Uncommunicative means not willing to share information.,approved
4,unconcern,lack of worry or interest,strong presence of worry or interest,a rule used when dealing with lack of worry or interest,1,Unconcern means lack of worry or interest.,approved
4,undeceive,to free someone from a false belief,to prevent or reverse that action,a situation that makes people free someone from a false belief,1,Undeceive means to free someone from a false belief.,approved
4,underbrush,low plants beneath trees,lack of low plants beneath trees,a social situation shaped by low plants beneath trees,1,Underbrush means low plants beneath trees.,approved
4,underhand,secret or dishonest,lack of secret or dishonest,a public discussion about secret or dishonest,1,Underhand means secret or dishonest.,approved
4,underpayment,payment below the proper amount,lack of payment below the proper amount,a rule used when dealing with payment below the proper amount,1,Underpayment means payment below the proper amount.,approved
4,understudy,a performer prepared to replace another,lack of performer prepared to replace another,a personal reaction connected to performer prepared to replace another,1,Understudy means a performer prepared to replace another.,approved
4,ungag,to remove a restriction on speech,to prevent or reverse that action,a person responsible for deciding whether to remove a restriction on speech,1,Ungag means to remove a restriction on speech.,approved
4,unnerve,to make someone lose courage,to prevent or reverse that action,a situation that makes people make someone lose courage,1,Unnerve means to make someone lose courage.,approved
4,unorthodox,not following accepted practice,lack of not following accepted practice,a social situation shaped by not following accepted practice,1,Unorthodox means not following accepted practice.,approved
4,unpalatable,unpleasant to taste or accept,lack of unpleasant to taste or accept,a social situation shaped by unpleasant to taste or accept,1,Unpalatable means unpleasant to taste or accept.,approved
4,unquenchable,impossible to satisfy or extinguish,lack of impossible to satisfy or extinguish,a social situation shaped by impossible to satisfy or extinguish,1,Unquenchable means impossible to satisfy or extinguish.,approved
4,unravel,to undo or solve something complicated,to prevent or reverse that action,a reason someone may undo or solve something complicated,1,Unravel means to undo or solve something complicated.,approved
4,unruly,difficult to control,lack of difficult to control,a careful judgment involving difficult to control,1,Unruly means difficult to control.,approved
4,unscramble,to put into proper order,to prevent or reverse that action,a reason someone may put into proper order,1,Unscramble means to put into proper order.,approved
4,unscrupulous,dishonest and lacking moral principles,lack of dishonest and lacking moral principles,a written record concerning dishonest and lacking moral principles,1,Unscrupulous means dishonest and lacking moral principles.,approved
4,unshackle,to free from restraint,to prevent or reverse that action,a plan made before people free from restraint,1,Unshackle means to free from restraint.,approved
4,unsubstantial,not solid or not important,lack of not solid or not important,a public discussion about not solid or not important,1,Unsubstantial means not solid or not important.,approved
4,untimely,happening at an unsuitable time,lack of happening at an unsuitable time,a formal decision about happening at an unsuitable time,1,Untimely means happening at an unsuitable time.,approved
4,unwary,not cautious,lack of not cautious,a social situation shaped by not cautious,1,Unwary means not cautious.,approved
4,unyielding,firm and refusing to bend or give way,lack of firm and refusing to bend or give way,a written record concerning firm and refusing to bend or give way,1,Unyielding means firm and refusing to bend or give way.,approved
4,upheaval,a major sudden change or disruption,lack of major sudden change or disruption,a public discussion about major sudden change or disruption,1,Upheaval means a major sudden change or disruption.,approved
4,uproar,loud confusion or public anger,lack of loud confusion or public anger,a personal reaction connected to loud confusion or public anger,1,Uproar means loud confusion or public anger.,approved
4,uproot,to remove completely from a place,to prevent or reverse that action,a person responsible for deciding whether to remove completely from a place,1,Uproot means to remove completely from a place.,approved
4,upstart,a newly successful person seen as arrogant,lack of newly successful person seen as arrogant,a written record concerning newly successful person seen as arrogant,1,Upstart means a newly successful person seen as arrogant.,approved
4,upturn,an improvement or upward movement,lack of improvement or upward movement,a formal decision about improvement or upward movement,1,Upturn means an improvement or upward movement.,approved
4,valiant,brave and determined,lack of brave and determined,a careful judgment involving brave and determined,1,Valiant means brave and determined.,approved
4,valor,great courage,lack of great courage,a written record concerning great courage,1,Valor means great courage.,approved
4,valorous,showing great bravery,lack of showing great bravery,a written record concerning showing great bravery,1,Valorous means showing great bravery.,approved
4,vanguard,the leading position in a movement,lack of leading position in a movement,a public discussion about leading position in a movement,1,Vanguard means the leading position in a movement.,approved
4,at variance,in disagreement or conflict,clear disagreement or refusal to cooperate,a social situation shaped by in disagreement or conflict,1,At variance means in disagreement or conflict.,approved
4,vehement,showing intense feeling,lack of showing intense feeling,a written record concerning showing intense feeling,1,Vehement means showing intense feeling.,approved
4,vie,to compete for superiority,to prevent or reverse that action,a situation that makes people compete for superiority,1,Vie means to compete for superiority.,approved
4,vigor,physical or mental energy,lack of physical or mental energy,a written record concerning physical or mental energy,1,Vigor means physical or mental energy.,approved
4,refrain,to stop oneself from doing something,to prevent or reverse that action,a rule about when to stop oneself from doing something,1,Refrain means to stop oneself from doing something.,approved
4,regenerate,to grow again or restore,to decrease or shrink,a result that may follow when people grow again or restore,1,Regenerate means to grow again or restore.,approved
4,relent,to become less severe or give in,to prevent or reverse that action,a reason someone may become less severe or give in,1,Relent means to become less severe or give in.,approved
4,relinquish,to give up voluntarily,to prevent or reverse that action,a reason someone may give up voluntarily,1,Relinquish means to give up voluntarily.,approved
4,remiss,careless in duty,lack of careless in duty,a formal decision about careless in duty,1,Remiss means careless in duty.,approved
4,repress,to hold back or suppress,to prevent or reverse that action,a result that may follow when people hold back or suppress,1,Repress means to hold back or suppress.,approved
4,reprimand,a formal expression of disapproval,lack of formal expression of disapproval,a written record concerning formal expression of disapproval,1,Reprimand means a formal expression of disapproval.,approved
4,reproach,to criticize with disappointment,to prevent or reverse that action,a reason someone may criticize with disappointment,1,Reproach means to criticize with disappointment.,approved
4,reprove,to criticize or correct gently,to prevent or reverse that action,a plan made before people criticize or correct gently,1,Reprove means to criticize or correct gently.,approved
4,repugnance,strong dislike or disgust,friendliness or warm approval,a public discussion about strong dislike or disgust,1,Repugnance means strong dislike or disgust.,approved
4,reserved,restrained or slow to show feeling,lack of restrained or slow to show feeling,a personal reaction connected to restrained or slow to show feeling,1,Reserved means restrained or slow to show feeling.,approved
4,retract,to take back a statement,to prevent or reverse that action,a plan made before people take back a statement,1,Retract means to take back a statement.,approved
4,reverse,to turn into the opposite,to prevent or reverse that action,a reason someone may turn into the opposite,1,Reverse means to turn into the opposite.,approved
4,revocable,able to be officially cancelled,lack of able to be officially cancelled,a formal decision about able to be officially cancelled,1,Revocable means able to be officially cancelled.,approved
4,rigid,stiff or unwilling to change,lack of stiff or unwilling to change,a formal decision about stiff or unwilling to change,1,Rigid means stiff or unwilling to change.,approved
4,rummage,to search by moving things around,to prevent or reverse that action,a rule about when to search by moving things around,1,Rummage means to search by moving things around.,approved
4,savory,pleasantly flavorful or morally acceptable,lack of pleasantly flavorful or morally acceptable,a long-term result caused by pleasantly flavorful or morally acceptable,1,Savory means pleasantly flavorful or morally acceptable.,approved
4,scanty,small or insufficient,lack of small or insufficient,a formal decision about small or insufficient,1,Scanty means small or insufficient.,approved
4,scorn,strong contempt,lack of strong contempt,a personal reaction connected to strong contempt,1,Scorn means strong contempt.,approved
4,scribe,a person who writes or copies texts,lack of person who writes or copies texts,a written record concerning person who writes or copies texts,1,Scribe means a person who writes or copies texts.,approved
4,scrupulous,careful and morally exact,lack of careful and morally exact,a public discussion about careful and morally exact,1,Scrupulous means careful and morally exact.,approved
4,secede,to withdraw formally from a group,to stay involved or move forward,a person responsible for deciding whether to withdraw formally from a group,1,Secede means to withdraw formally from a group.,approved
4,secession,formal withdrawal from a political union,lack of formal withdrawal from a political union,a formal decision about formal withdrawal from a political union,1,Secession means formal withdrawal from a political union.,approved
4,seclude,to keep apart from others,to stop or pause,a person responsible for deciding whether to keep apart from others,1,Seclude means to keep apart from others.,approved
4,seclusion,isolation from others,lack of isolation from others,a formal decision about isolation from others,1,Seclusion means isolation from others.,approved
4,sedition,speech or action against lawful authority,lack of speech or action against lawful authority,a rule used when dealing with speech or action against lawful authority,1,Sedition means speech or action against lawful authority.,approved
4,segregate,to separate into groups,to join or combine,a reason someone may separate into groups,1,Segregate means to separate into groups.,approved
4,semiannual,happening twice a year,lack of happening twice a year,a public discussion about happening twice a year,1,Semiannual means happening twice a year.,approved
4,semicircle,half of a circle,lack of half of a circle,a long-term result caused by half of a circle,1,Semicircle means half of a circle.,approved
4,semiconscious,partly awake or aware,lack of partly awake or aware,a careful judgment involving partly awake or aware,1,Semiconscious means partly awake or aware.,approved
4,semidetached,partly joined to another building,lack of partly joined to another building,a long-term result caused by partly joined to another building,1,Semidetached means partly joined to another building.,approved
4,semimonthly,happening twice a month,lack of happening twice a month,a long-term result caused by happening twice a month,1,Semimonthly means happening twice a month.,approved
4,semiskilled,requiring some training but not advanced skill,inability or lack of skill,a written record concerning requiring some training but not advanced skill,1,Semiskilled means requiring some training but not advanced skill.,approved
4,semiyearly,happening twice a year,lack of happening twice a year,a public discussion about happening twice a year,1,Semiyearly means happening twice a year.,approved
4,shrewd,showing sharp practical judgment,lack of showing sharp practical judgment,a rule used when dealing with showing sharp practical judgment,1,Shrewd means showing sharp practical judgment.,approved
4,simile,a comparison using like or as,lack of comparison using like or as,a formal decision about comparison using like or as,1,Simile means a comparison using like or as.,approved
4,slake,to satisfy thirst or desire,to prevent or reverse that action,a result that may follow when people satisfy thirst or desire,1,Slake means to satisfy thirst or desire.,approved
4,slipshod,careless or badly done,lack of careless or badly done,a written record concerning careless or badly done,1,Slipshod means careless or badly done.,approved
4,slovenly,messy or careless in appearance,lack of messy or careless in appearance,a personal reaction connected to messy or careless in appearance,1,Slovenly means messy or careless in appearance.,approved
4,sluggish,slow and lacking energy,lack of slow and lacking energy,a written record concerning slow and lacking energy,1,Sluggish means slow and lacking energy.,approved
4,sober,serious or not intoxicated,lack of serious or not intoxicated,a rule used when dealing with serious or not intoxicated,1,Sober means serious or not intoxicated.,approved
4,sojourn,a temporary stay,lack of temporary stay,a rule used when dealing with temporary stay,1,Sojourn means a temporary stay.,approved
4,solicitude,careful concern for someone,lack of careful concern for someone,a formal decision about careful concern for someone,1,Solicitude means careful concern for someone.,approved
4,soliloquy,a speech spoken alone on stage,lack of speech spoken alone on stage,a careful judgment involving speech spoken alone on stage,1,Soliloquy means a speech spoken alone on stage.,approved
4,solo,done by one person alone,lack of done by one person alone,a formal decision about done by one person alone,1,Solo means done by one person alone.,approved
4,sparing,limited or economical in use,lack of limited or economical in use,a written record concerning limited or economical in use,1,Sparing means limited or economical in use.,approved
4,specter,a ghost or haunting possibility,lack of ghost or haunting possibility,a personal reaction connected to ghost or haunting possibility,1,Specter means a ghost or haunting possibility.,approved
4,speedometer,an instrument measuring speed,lack of instrument measuring speed,a personal reaction connected to instrument measuring speed,1,Speedometer means an instrument measuring speed.,approved
4,stealthy,moving quietly to avoid notice,lack of moving quietly to avoid notice,a personal reaction connected to moving quietly to avoid notice,1,Stealthy means moving quietly to avoid notice.,approved
4,stenographer,a person who writes shorthand,lack of person who writes shorthand,a social situation shaped by person who writes shorthand,1,Stenographer means a person who writes shorthand.,approved
4,stenography,the practice of writing shorthand,lack of practice of writing shorthand,a written record concerning practice of writing shorthand,1,Stenography means the practice of writing shorthand.,approved
4,strife,bitter conflict,lack of bitter conflict,a social situation shaped by bitter conflict,1,Strife means bitter conflict.,approved
4,stronghold,a fortified place or center of support,lack of fortified place or center of support,a personal reaction connected to fortified place or center of support,1,Stronghold means a fortified place or center of support.,approved
4,sturdy,strongly built,lack of strongly built,a public discussion about strongly built,1,Sturdy means strongly built.,approved
4,submissive,ready to obey,lack of ready to obey,a formal decision about ready to obey,1,Submissive means ready to obey.,approved
4,substantiate,to support with evidence,to oppose or undermine,a person responsible for deciding whether to support with evidence,1,Substantiate means to support with evidence.,approved
4,succulent,juicy or rich in moisture,lack of juicy or rich in moisture,a rule used when dealing with juicy or rich in moisture,1,Succulent means juicy or rich in moisture.,approved
4,sumptuous,rich and luxurious,lack of rich and luxurious,a personal reaction connected to rich and luxurious,1,Sumptuous means rich and luxurious.,approved
4,superabundance,an excessive amount,lack of excessive amount,a personal reaction connected to excessive amount,1,Superabundance means an excessive amount.,approved
4,superfluous,more than necessary,lack of more than necessary,a formal decision about more than necessary,1,Superfluous means more than necessary.,approved
4,superimpose,to place one thing over another,to prevent or reverse that action,a plan made before people place one thing over another,1,Superimpose means to place one thing over another.,approved
4,surmount,to overcome a difficulty,to prevent or reverse that action,a result that may follow when people overcome a difficulty,1,Surmount means to overcome a difficulty.,approved
4,swamp,to overwhelm or flood,to prevent or reverse that action,a person responsible for deciding whether to overwhelm or flood,1,Swamp means to overwhelm or flood.,approved
4,swarm,to move in a large group,to prevent or reverse that action,a situation that makes people move in a large group,1,Swarm means to move in a large group.,approved
4,swindle,to cheat someone out of money,to prevent or reverse that action,a result that may follow when people cheat someone out of money,1,Swindle means to cheat someone out of money.,approved
4,symmetry,balanced similarity of parts,lack of balanced similarity of parts,a careful judgment involving balanced similarity of parts,1,Symmetry means balanced similarity of parts.,approved
4,pediatrics,the branch of medicine for children,lack of branch of medicine for children,a personal reaction connected to branch of medicine for children,1,Pediatrics means the branch of medicine for children.,approved
4,pedigree,recorded ancestry or background,lack of recorded ancestry or background,a public discussion about recorded ancestry or background,1,Pedigree means recorded ancestry or background.,approved
4,pendant,a hanging ornament,lack of hanging ornament,a rule used when dealing with hanging ornament,1,Pendant means a hanging ornament.,approved
4,perforate,to make holes through,to prevent or reverse that action,a result that may follow when people make holes through,1,Perforate means to make holes through.,approved
4,perturb,to disturb or worry,to prevent or reverse that action,a situation that makes people disturb or worry,1,Perturb means to disturb or worry.,approved
4,perverse,stubbornly contrary or wrong,lack of stubbornly contrary or wrong,a public discussion about stubbornly contrary or wrong,1,Perverse means stubbornly contrary or wrong.,approved
4,petty,small-minded or trivial,lack of small-minded or trivial,a written record concerning small-minded or trivial,1,Petty means small-minded or trivial.,approved
4,phantom,a ghost or illusion,lack of ghost or illusion,a personal reaction connected to ghost or illusion,1,Phantom means a ghost or illusion.,approved
4,phenomenon,an observable event or remarkable thing,lack of observable event or remarkable thing,a social situation shaped by observable event or remarkable thing,1,Phenomenon means an observable event or remarkable thing.,approved
4,photometer,an instrument measuring light,lack of instrument measuring light,a social situation shaped by instrument measuring light,1,Photometer means an instrument measuring light.,approved
4,picayune,petty or insignificant,lack of petty or insignificant,a formal decision about petty or insignificant,1,Picayune means petty or insignificant.,approved
4,pilfer,to steal small amounts,to prevent or reverse that action,a rule about when to steal small amounts,1,Pilfer means to steal small amounts.,approved
4,pittance,a very small amount of money,lack of very small amount of money,a careful judgment involving very small amount of money,1,Pittance means a very small amount of money.,approved
4,pliable,easily bent or influenced,lack of easily bent or influenced,a rule used when dealing with easily bent or influenced,1,Pliable means easily bent or influenced.,approved
4,pluck,courage or to pull out,lack of courage or to pull out,a personal reaction connected to courage or to pull out,1,Pluck means courage or to pull out.,approved
4,plucky,brave and spirited,lack of brave and spirited,a personal reaction connected to brave and spirited,1,Plucky means brave and spirited.,approved
4,plutocracy,rule by the wealthy,lack of rule by the wealthy,a careful judgment involving rule by the wealthy,1,Plutocracy means rule by the wealthy.,approved
4,postdate,to assign a later date,to prevent or reverse that action,a plan made before people assign a later date,1,Postdate means to assign a later date.,approved
4,post meridiem,the time after noon,lack of time after noon,a personal reaction connected to time after noon,1,Post meridiem means the time after noon.,approved
4,postmortem,an examination after death or after an event,lack of examination after death or after an event,a personal reaction connected to examination after death or after an event,1,Postmortem means an examination after death or after an event.,approved
4,postscript,an added note after a letter,lack of added note after a letter,a long-term result caused by added note after a letter,1,Postscript means an added note after a letter.,approved
4,preclude,to prevent from happening,to prevent or reverse that action,a person responsible for deciding whether to prevent from happening,1,Preclude means to prevent from happening.,approved
4,precocious,developing unusually early,lack of developing unusually early,a public discussion about developing unusually early,1,Precocious means developing unusually early.,approved
4,preconceive,to form an idea in advance,to prevent or reverse that action,a reason someone may form an idea in advance,1,Preconceive means to form an idea in advance.,approved
