level,word,choice_1,choice_2,choice_3,answer,explanation,status
3,advantageous,helpful or favorable,lack of helpful or favorable,a long-term result caused by helpful or favorable,1,Advantageous means helpful or favorable.,approved
3,advocate,to publicly support or a supporter,to prevent or reverse that action,a situation that makes people publicly support or a supporter,1,Advocate means to publicly support or a supporter.,approved
3,affirm,to state firmly as true,to prevent or reverse that action,a person responsible for deciding whether to state firmly as true,1,Affirm means to state firmly as true.,approved
3,aggregate,to combine into a total,to prevent or reverse that action,a person responsible for deciding whether to combine into a total,1,Aggregate means to combine into a total.,approved
3,agitation,public unrest or emotional disturbance,lack of public unrest or emotional disturbance,a long-term result caused by public unrest or emotional disturbance,1,Agitation means public unrest or emotional disturbance.,approved
3,alias,a false or additional name,lack of false or additional name,a public discussion about false or additional name,1,Alias means a false or additional name.,approved
3,alien,foreign or unfamiliar,lack of foreign or unfamiliar,a personal reaction connected to foreign or unfamiliar,1,Alien means foreign or unfamiliar.,approved
3,ally,a partner who gives support,lack of partner who gives support,a personal reaction connected to partner who gives support,1,Ally means a partner who gives support.,approved
3,alternative,another possible choice,lack of another possible choice,a written record concerning another possible choice,1,Alternative means another possible choice.,approved
3,altitude,height above sea level,lack of height above sea level,a written record concerning height above sea level,1,Altitude means height above sea level.,approved
3,abrupt,sudden and unexpected,lack of sudden and unexpected,a long-term result caused by sudden and unexpected,1,Abrupt means sudden and unexpected.,approved
3,affluence,great wealth,lack of great wealth,a careful judgment involving great wealth,1,Affluence means great wealth.,approved
3,affluent,wealthy and prosperous,lack of wealthy and prosperous,a written record concerning wealthy and prosperous,1,Affluent means wealthy and prosperous.,approved
